Kinben_PN,Value,Voltage_Rating,Current_Rating,Power_Rating,Tolerance,Package,Mounting,Temperature_Range,Manufacturer,Manufacturer_PN,Description,Preferred_Supplier,Mouser_PN,DigiKey_PN,Unit_Cost,MOQ,Lead_Time,Stock_Level,Reorder_Point,Symbol_File,Footprint_File,3D_Model_File,Datasheet_URL,Status,Created_Date,Created_By,Last_Modified,Modified_By,Approval_Status,Approved_By,Approval_Date,Notes
KPN-IC-MCU-0001,STM32F103,,,,,LQFP48,SMD,,STMicroelectronics,,32-bit ARM Cortex-M3 Microcontroller,,,,,,,,,,,,,Active,2025-07-21,System,2025-07-21,System,Pending,,,
